504,156,0,0,0
503,159,0,0,0
504,165,0,0,0
509,178,0,0,0
515,194,0,0,0
522,209,0,0,0
611,289,0,0,0
628,298,0,0,0
644,304,0,0,0
662,308,0,0,0
678,311,0,0,0
690,311,0,0,0
706,310,0,0,0
717,303,0,0,0
741,283,0,0,0
762,261,0,0,0
791,232,0,0,0
802,222,0,0,0
807,217,0,0,0
811,215,0,0,0
813,214,0,0,0
820,211,0,0,0
825,208,0,0,0
829,207,0,0,0
834,206,0,0,0
838,206,0,0,0
845,206,0,0,0
853,211,0,0,0
862,218,0,0,0
871,226,0,0,0
880,234,0,0,0
886,241,0,0,0
892,248,0,0,0
896,257,0,0,0
899,268,0,0,0
902,279,0,0,0
903,291,0,0,0
903,301,0,0,0
901,314,0,0,0
884,335,0,0,0
873,344,0,0,0
860,353,0,0,0
846,360,0,0,0
829,363,0,0,0
809,364,0,0,0
780,369,0,0,0
752,375,0,0,0
736,378,0,0,0
720,380,0,0,0
707,380,0,0,0
688,380,0,0,0
669,378,0,0,0
650,370,0,0,0
637,360,0,0,0
628,353,0,0,0
623,338,0,0,0
623,329,0,0,0
623,321,0,0,0
623,312,0,0,0
625,306,0,0,0
627,300,0,0,0
629,294,0,0,0
633,287,0,0,0
639,280,0,0,0
648,268,0,0,0
663,258,0,0,0
687,244,0,0,0
705,235,0,0,0
719,228,0,0,0
730,222,0,0,0
737,220,0,0,0
745,218,0,0,0
759,214,0,0,0
772,210,0,0,0
789,205,0,0,0
798,203,0,0,0
805,202,0,0,0
812,202,0,0,0
818,199,0,0,0
822,198,0,0,0
823,196,0,0,0
825,192,0,0,0
825,188,0,0,0
820,181,0,0,0
813,175,0,0,0
802,169,0,0,0
793,165,0,0,0
781,161,0,0,0
763,156,0,0,0
746,156,0,0,0
723,154,0,0,0
688,153,0,0,0
661,153,0,0,0
641,153,0,0,0
630,153,0,0,0
619,153,0,0,0
613,153,0,0,0
611,154,0,0,0
609,156,0,0,0
605,164,0,0,0
599,174,0,0,0
594,181,0,0,0
589,188,0,0,0
587,195,0,0,0
587,202,0,0,0
587,214,0,0,0
587,225,0,0,0
587,236,0,0,0
592,245,0,0,0
599,252,0,0,0
614,257,0,0,0
648,264,0,0,0
702,270,0,0,0
745,276,0,0,0
761,278,0,0,0
782,281,0,0,0
790,282,0,0,0
337,311,0,0,0
339,311,0,0,0
348,315,0,0,0
363,324,0,0,0
373,331,0,0,0
390,346,0,0,0
405,359,0,0,0
431,384,0,0,0
444,397,0,0,0
450,405,0,0,0
456,413,0,0,0
458,415,0,0,0
459,415,0,0,0
459,416,0,0,0
460,416,0,0,0
485,307,0,0,0
484,307,0,0,0
481,309,0,0,0
479,315,0,0,0
477,320,0,0,0
471,332,0,0,0
447,361,0,0,0
428,384,0,0,0
408,405,0,0,0
393,419,0,0,0
379,430,0,0,0
368,435,0,0,0
365,437,0,0,0
357,439,0,0,0
352,440,0,0,0
348,442,0,0,0
346,443,0,0,0
344,444,0,0,0
